synthetic_traffic_datas-2
"North_Flow,South_Flow,East_Flow,West_Flow,Pedestrian_Flow,Weather,Queue_Length_North,Queue_Length_South,Queue_Length_East,Queue_Length_West,Emergency_Priority_North,Emergency_Priority_South,Emergency_Priority_East,Emergency_Priority_West"
"127,95,139,150,50,0,2,16,3,7,0,1,1,0"
"63,42,19,43,15,0,17,1,9,6,0,1,0,1"
"11,42,133,140,47,2,18,4,8,11,1,0,0,0"
"92,18,82,58,41,2,12,10,4,5,0,0,0,0"
"131,20,147,6,48,0,8,2,9,10,1,1,1,0"
"107,95,100,66,18,2,17,7,6,12,0,0,1,0"
"﻿4,74,114,5,41,2,4,10,1,8,1,1,0,1"
"101,19,95,141,10,0,2,7,13,0,1,0,1,1"
"25,83,120,32,37,0,13,0,15,5,1,1,1,0"
"108,95,13,107,16,1,17,2,3,4,0,0,1,0"
"51,4,39,37,50,1,10,14,1,14,1,1,1,0"
"49,6,91,93,5,0,14,3,6,11,1,1,1,1"
"92,84,22,56,15,0,10,12,5,11,1,0,1,1"
"32,57,137,17,43,1,16,19,7,19,0,1,0,0"
"125,40,24,131,15,2,15,3,17,16,1,0,0,0"
"98,140,112,1,16,1,9,15,0,5,1,0,0,0"
"52,41,83,76,28,1,4,19,14,11,1,1,1,0"
"16,82,98,93,2,1,5,20,19,11,0,1,0,1"
"73,55,94,93,32,2,11,17,3,5,0,0,0,1"
"103,61,16,138,32,0,18,4,12,4,1,0,0,0"
"139,135,20,8,17,0,18,14,2,14,1,1,1,1"
"37,13,120,18,9,1,5,17,1,6,1,1,0,1"
"38,17,129,102,10,2,5,10,2,7,1,0,0,0"
"70,112,12,19,18,0,11,13,0,2,0,1,0,1"
"86,55,98,67,22,0,2,18,20,2,0,0,0,1"
"90,5,56,24,16,1,13,4,20,19,0,1,1,1"
"136,101,147,104,0,1,13,13,6,10,1,1,1,0"
"69,123,31,95,9,1,10,13,11,15,1,1,0,1"
"38,60,37,35,39,1,2,14,2,14,1,0,0,1"
"104,23,137,75,31,0,15,2,5,13,0,0,1,0"
"70,133,110,109,24,2,13,14,8,11,0,0,0,1"
"98,67,86,124,19,1,8,19,5,8,0,0,1,0"
"115,120,26,136,21,0,2,6,19,20,0,0,1,1"
"53,150,123,112,26,2,20,16,3,5,1,1,0,0"
"87,123,20,9,37,2,20,0,10,15,1,1,1,0"
"11,131,1,133,8,0,20,10,15,12,0,0,1,0"
"73,143,134,107,50,2,15,15,0,16,1,1,1,0"
"1,87,78,129,27,1,12,18,18,1,1,1,0,1"
"55,54,74,73,18,2,9,5,12,1,1,0,0,0"
"96,78,48,0,34,0,1,19,5,19,1,0,1,1"
"39,77,148,84,34,2,6,2,19,19,1,1,1,1"
"27,0,46,74,12,1,10,5,18,18,1,1,0,0"
"134,149,105,145,40,2,8,5,16,14,0,0,1,1"
"64,129,102,106,49,1,19,16,0,2,0,1,0,0"
"71,80,52,113,7,2,19,17,5,9,0,1,0,1"
"129,60,40,90,10,2,4,17,11,9,1,1,0,1"
"85,60,74,8,6,1,12,4,16,5,1,1,0,0"
"76,10,43,14,16,1,16,5,9,1,0,0,1,1"
"41,136,10,40,35,0,1,2,10,3,1,1,1,0"
"126,38,62,142,19,0,11,17,20,11,0,1,0,1"
"123,0,135,5,3,0,7,6,14,10,0,1,0,0"
"145,65,2,72,2,2,8,16,10,16,0,1,0,1"
"133,89,32,0,12,0,8,12,3,14,0,1,1,1"
"75,132,3,125,12,1,19,15,1,17,1,0,1,0"
"1,60,129,69,3,0,9,0,6,15,1,0,0,0"
"46,59,78,11,12,1,13,7,6,1,0,1,1,0"
"﻿92,43,48,97,42,0,3,14,3,0,0,0,1,0"
"1,103,46,6,17,1,5,18,1,8,1,0,1,1"
"57,56,88,52,29,1,10,15,2,8,1,1,0,0"
"41,103,126,105,19,0,19,7,19,6,1,1,1,1"
"64,78,97,100,14,1,7,1,16,7,1,1,0,0"
"58,16,107,19,26,1,13,17,5,4,0,1,1,0"
"69,5,144,48,37,1,2,17,20,2,1,1,1,1"
"48,81,107,75,18,0,3,14,5,17,1,0,1,1"
"137,42,27,124,41,1,2,2,0,18,0,1,0,0"
"149,124,75,53,41,1,3,0,15,18,1,0,1,0"
"94,148,116,39,14,0,11,1,18,16,1,0,0,1"
"63,128,142,75,20,2,7,6,3,4,1,1,0,0"
"12,149,50,140,42,2,11,12,0,18,0,1,1,1"
"10,27,31,43,11,1,17,12,19,14,1,1,1,0"
"139,94,32,7,37,1,18,11,6,7,0,1,1,1"
"21,115,5,48,36,1,19,17,15,5,1,0,1,1"
"16,31,144,102,41,0,10,18,11,13,1,0,1,0"
"132,101,29,40,44,2,12,0,17,14,0,0,1,1"
"14,123,125,11,6,0,18,4,11,9,0,1,1,1"
"118,125,69,110,40,2,1,8,3,12,0,0,0,0"
"98,101,95,64,47,1,5,3,14,9,1,0,0,0"
"129,4,23,36,19,1,14,8,16,1,1,0,0,0"
"26,35,24,42,49,0,0,17,13,12,1,1,0,1"
"100,43,97,1,47,2,11,13,10,2,1,0,0,1"
"121,64,46,26,10,1,19,5,0,6,0,0,1,1"
"127,126,110,53,7,2,9,4,6,20,0,0,0,0"
"77,81,88,9,8,2,2,5,0,1,0,1,1,1"
"17,2,132,80,21,2,13,20,12,3,1,0,1,1"
"64,112,39,128,27,0,15,6,4,10,1,0,1,1"
"97,35,12,53,17,2,14,19,17,0,1,0,1,0"
"41,67,131,88,22,1,1,5,13,0,1,1,0,1"
"74,9,104,93,20,0,10,2,4,20,1,0,0,1"
"6,114,34,121,43,1,20,2,13,8,0,1,1,1"
"15,92,110,105,3,1,8,1,5,3,1,0,0,0"
"137,115,45,37,0,2,11,16,13,11,0,1,1,0"
"39,112,138,102,19,2,8,10,19,3,1,1,1,0"
"117,75,55,92,14,1,10,19,3,3,0,1,1,0"
"32,54,36,68,7,0,13,4,2,10,0,1,0,0"
"58,46,40,142,26,0,13,14,6,15,0,0,1,0"
"148,75,17,70,42,1,5,13,7,13,0,0,0,0"
"105,43,9,94,36,2,3,19,1,19,0,0,0,0"
"61,69,109,147,14,1,11,19,3,13,1,0,1,0"
"44,0,77,63,33,2,8,20,14,3,1,1,0,1"
"113,130,92,95,6,2,1,4,12,9,0,1,0,1"
"7,68,132,4,22,0,4,14,19,17,1,1,0,1"
"16,123,36,122,14,0,18,3,9,7,0,1,1,0"
"48,97,5,17,46,2,13,19,4,18,1,0,1,0"
"42,16,60,139,17,2,18,17,1,13,1,1,1,0"
"77,150,64,147,29,1,20,11,12,5,0,1,1,1"
"22,107,21,72,35,0,20,4,16,2,1,1,0,1"
"﻿52,100,123,102,31,0,14,13,14,17,0,1,1,1"
"31,47,126,79,47,1,7,13,3,8,1,1,1,0"
"68,63,38,13,24,1,13,10,1,5,1,0,0,0"
"48,68,36,25,46,1,2,8,13,15,0,0,1,1"
"121,102,111,46,2,2,6,3,4,6,0,1,1,0"
"9,108,89,56,1,2,6,19,3,13,1,1,0,0"
"141,123,46,23,12,1,13,13,6,4,0,0,1,1"
"116,97,11,2,32,0,12,16,17,7,1,0,1,1"
"13,50,103,56,7,1,15,9,17,13,0,1,1,1"
"27,70,9,35,34,2,16,12,19,12,1,0,0,0"
"148,79,97,133,15,0,10,17,16,20,1,1,0,1"
"97,50,138,4,40,0,16,6,14,1,0,0,0,0"
"139,29,53,128,25,2,18,4,18,11,1,0,0,0"
"32,97,93,32,6,1,1,17,7,6,0,0,0,0"
"81,1,95,95,50,1,8,13,7,10,1,1,1,1"
"139,138,136,67,22,0,3,12,7,17,1,0,0,1"
"111,67,120,46,28,0,15,12,9,17,1,0,1,1"
"19,54,74,85,23,0,17,17,19,20,0,1,1,1"
"94,129,146,30,48,2,6,0,17,13,1,1,0,1"
"27,7,0,63,4,0,17,9,4,7,1,0,0,0"
"120,6,133,136,21,0,6,11,11,19,0,1,1,1"
"31,18,59,31,29,0,9,3,20,17,1,0,1,1"
"146,20,139,83,42,2,5,11,14,11,1,0,1,1"
"139,98,92,96,50,0,8,19,0,13,0,1,0,1"
"46,110,131,23,8,2,7,18,5,16,1,1,0,1"
"41,107,19,69,14,2,17,0,17,6,0,0,1,0"
"112,38,127,137,50,1,18,14,11,9,1,1,0,1"
"123,99,122,66,40,0,20,13,5,4,1,0,1,0"
"87,120,94,49,19,2,2,12,11,15,0,0,1,0"
"123,22,24,78,14,2,18,17,0,19,1,0,1,1"
"23,12,88,32,14,1,1,17,15,5,0,1,0,0"
"79,50,96,99,33,1,9,7,3,12,1,0,0,0"
"70,146,127,95,29,1,13,6,10,20,0,1,0,0"
"73,102,91,91,8,1,5,14,13,12,1,0,1,0"
"146,131,64,102,43,2,12,11,8,19,1,1,1,0"
"18,41,53,127,1,2,7,18,12,18,0,0,0,1"
"149,148,3,79,43,1,14,1,0,12,0,1,0,0"
"80,59,104,6,42,2,7,12,16,4,1,0,0,0"
"142,140,1,16,35,2,9,10,4,6,0,1,0,0"
"108,66,7,97,32,1,8,10,10,17,1,1,1,1"
"70,14,41,131,5,1,16,1,11,15,0,0,0,0"
"131,17,34,47,22,0,20,12,1,16,0,1,0,0"
"93,97,139,47,35,2,4,1,16,19,0,1,0,0"
"85,17,78,24,23,1,7,19,19,4,0,1,1,0"
"78,130,146,95,27,2,14,11,14,3,1,0,0,0"
"36,21,91,64,31,0,19,18,14,17,0,0,0,0"
"66,128,69,87,2,1,9,8,11,8,1,1,0,1"
"52,45,146,118,22,2,5,12,3,4,1,0,1,1"
"119,82,138,93,13,0,17,0,19,14,1,0,1,1"
"97,146,16,145,0,2,3,1,4,6,0,1,0,1"
"﻿138,130,58,25,10,1,0,4,13,7,0,1,0,1"
"126,51,138,98,26,0,4,10,11,9,1,1,0,1"
"74,109,136,99,5,1,14,9,19,9,1,1,1,1"
"5,52,63,41,14,1,7,5,7,8,1,0,1,1"
"101,59,40,82,39,0,13,15,4,7,0,1,1,1"
"75,122,117,142,49,0,2,20,8,20,1,0,1,1"
"22,94,136,97,4,0,3,14,11,18,1,1,1,0"
"135,125,96,125,12,2,14,11,12,10,1,0,1,0"
"18,63,51,84,15,2,16,5,19,14,1,0,1,1"
"81,109,59,1,4,2,18,6,11,3,1,0,1,1"
"38,62,61,135,21,0,10,3,17,6,0,0,1,1"
"123,9,58,133,39,1,16,6,11,15,0,0,0,0"
"140,4,46,147,2,0,6,7,19,11,1,0,1,1"
"137,29,13,10,11,2,6,8,10,12,1,1,1,0"
"69,127,131,35,14,2,19,20,10,1,0,1,0,1"
"53,8,37,113,8,0,13,9,13,13,1,1,0,0"
"94,112,40,31,36,2,1,10,12,4,0,0,0,0"
"103,103,108,56,34,0,3,8,10,5,1,1,0,0"
"110,129,125,150,17,1,18,1,5,17,0,0,1,0"
"95,138,57,82,37,0,0,1,3,3,1,0,1,0"
"40,81,6,125,44,0,7,13,11,4,0,1,1,0"
"145,65,64,58,44,1,20,14,6,12,1,1,1,0"
"141,62,123,129,14,1,6,15,9,8,1,0,1,0"
"30,10,138,106,25,2,5,19,20,16,1,0,0,0"
"7,47,109,103,7,2,18,12,1,3,0,0,0,0"
"9,71,122,39,32,1,12,6,5,12,0,0,0,0"
"37,4,16,70,44,1,17,17,15,2,0,0,0,1"
"36,96,107,7,42,1,8,6,13,2,1,0,1,1"
"141,136,128,11,1,2,10,19,4,20,0,0,1,1"
"98,81,99,0,35,1,4,18,14,1,0,1,0,0"
"63,23,124,138,6,0,0,15,8,15,0,0,0,1"
"63,90,88,1,36,2,11,1,4,0,1,1,0,0"
"78,6,57,148,13,2,10,9,12,20,0,1,1,1"
"107,120,119,99,17,2,17,11,17,14,0,0,0,1"
"40,11,45,47,46,0,9,16,4,13,0,0,1,0"
"138,3,52,38,24,1,0,6,10,12,0,1,1,0"
"130,74,23,70,5,0,1,6,2,6,0,1,1,0"
"81,0,30,37,13,1,5,20,10,11,0,0,0,1"
"112,28,99,51,44,2,14,17,4,3,1,1,1,1"
"119,92,115,146,17,1,1,13,0,2,0,1,0,0"
"53,33,46,89,31,2,9,0,18,8,0,1,1,1"
"91,7,104,124,16,1,16,6,15,0,0,1,0,1"
"54,122,117,120,4,1,10,13,16,15,0,1,0,0"
"45,76,113,94,21,1,6,7,0,5,0,1,1,1"
"140,54,138,42,36,2,0,18,9,10,0,0,1,1"
"77,95,136,84,20,0,15,6,0,6,1,0,0,0"
"3,85,37,58,47,2,13,12,8,19,0,0,0,0"
"2,144,31,65,18,2,0,12,14,8,0,1,1,1"
"16,113,8,113,17,2,1,17,18,2,0,0,1,1"
"52,66,11,71,4,0,4,19,5,4,1,0,1,1"
"﻿43,120,22,39,2,0,17,8,6,7,0,0,0,1"
"17,95,122,80,19,2,19,2,3,1,0,0,0,1"
"75,77,119,107,4,2,16,0,13,2,0,0,1,1"
"129,6,65,73,5,0,12,15,9,0,1,1,0,1"
"145,114,57,120,8,1,7,7,2,18,0,1,0,1"
"26,5,20,89,32,0,18,11,5,7,0,1,1,0"
"76,24,130,90,33,0,4,1,16,11,0,1,1,1"
"117,34,131,51,3,1,4,14,4,0,1,1,1,0"
"35,107,99,37,22,0,18,6,0,15,1,1,1,0"
"4,9,107,81,20,1,7,12,5,0,0,1,1,1"
"25,31,38,98,0,0,8,4,8,10,0,1,1,1"
"14,86,144,90,46,2,1,6,16,8,0,1,0,1"
"10,133,30,121,30,1,14,4,18,2,1,1,1,0"
"41,58,68,86,48,2,12,20,16,12,1,0,0,1"
"24,8,105,128,1,1,6,20,4,3,0,1,1,0"
"87,77,115,108,24,2,11,8,5,6,0,1,0,1"
"85,37,25,20,8,2,7,9,0,16,1,1,1,1"
"12,70,93,131,43,2,4,1,8,15,0,0,0,0"
"47,82,45,68,38,1,14,14,17,7,1,0,1,1"
"111,134,148,138,3,0,4,8,9,9,0,0,1,0"
"20,17,26,40,2,2,12,8,1,10,1,0,1,1"
"46,126,111,68,11,2,4,9,10,19,0,1,1,1"
"41,36,87,73,0,0,0,9,19,19,1,0,1,0"
"90,91,146,109,4,2,8,8,3,3,0,1,0,1"
"66,21,95,79,21,2,4,16,4,7,0,1,0,1"
"110,63,147,6,6,1,16,17,2,6,0,1,1,1"
"123,57,29,126,37,0,9,7,5,4,0,1,0,1"
"16,111,98,135,0,0,11,4,15,15,1,0,0,0"
"11,23,7,136,22,1,17,8,14,8,1,0,0,0"
"43,115,15,95,27,0,17,4,9,20,0,0,0,0"
"57,58,92,104,21,1,15,20,7,11,1,1,1,1"
"77,93,127,83,31,2,12,4,17,3,0,1,0,0"
"17,53,88,60,42,0,4,9,19,3,0,0,0,1"
"4,59,51,122,50,2,5,12,6,7,0,1,1,1"
"53,106,80,68,13,1,3,11,6,19,1,0,0,0"
"109,23,17,114,2,2,8,7,3,11,0,1,1,0"
"40,40,147,6,49,0,2,9,10,17,1,1,1,0"
"104,11,101,105,44,2,13,0,18,11,0,0,1,0"
"82,116,102,142,36,0,8,6,18,18,0,0,1,0"
"89,105,100,16,20,2,19,18,8,16,0,0,1,0"
"61,45,95,74,37,0,18,3,16,6,0,1,1,1"
"1,7,15,19,27,1,17,18,8,3,1,0,1,0"
"100,116,150,107,11,0,18,15,4,18,0,0,0,0"
"131,76,110,88,12,2,18,20,19,20,0,0,0,0"
"100,63,65,59,3,0,17,19,4,10,1,1,0,1"
"126,3,83,110,22,1,19,20,13,7,0,1,1,1"
"89,23,19,64,49,2,6,20,10,1,0,1,1,0"
"118,61,129,79,12,2,7,4,9,0,1,1,0,1"
"138,87,23,79,29,0,8,13,15,11,1,1,0,0"
"96,123,42,144,33,2,9,9,19,1,0,1,0,1"
"﻿150,95,97,53,23,2,2,11,4,1,0,0,0,0"
"121,92,147,66,27,1,17,6,2,18,0,0,1,1"
"19,148,130,67,33,2,11,17,12,14,0,1,1,0"
"104,143,78,42,20,0,16,3,20,10,0,0,1,0"
"87,70,6,109,39,0,2,17,0,11,0,1,1,0"
"120,144,104,24,40,2,9,18,5,15,1,1,1,0"
"84,71,97,64,17,2,13,13,15,17,1,0,1,1"
"27,9,134,136,6,2,4,17,15,8,1,0,0,0"
"68,40,1,13,9,1,5,18,17,6,1,1,1,0"
"126,32,102,138,0,1,8,12,17,4,1,0,1,1"
"10,126,89,3,44,1,16,17,3,16,0,1,0,0"
"66,147,69,138,0,1,16,2,12,14,0,1,1,1"
"45,57,78,109,40,1,1,4,1,7,1,1,1,0"
"52,32,18,8,48,2,8,14,18,3,0,1,1,0"
"71,147,107,112,40,2,8,10,12,9,0,1,0,0"
"48,56,144,45,46,1,5,16,20,1,1,0,0,1"
"104,4,81,148,1,1,20,9,19,9,0,1,1,1"
"133,139,93,107,26,0,4,16,10,20,0,1,0,1"
"54,141,6,51,20,0,16,14,1,7,0,0,1,1"
"52,129,132,117,12,2,17,20,15,15,1,1,1,1"
"132,148,132,87,34,2,0,9,6,7,0,0,1,1"
"59,141,68,13,19,1,18,12,9,12,1,0,1,0"
"112,130,121,75,14,0,6,8,5,4,0,0,0,1"
"57,72,68,2,48,2,9,8,18,17,0,1,1,0"
"116,84,22,1,11,0,11,10,6,4,0,1,0,1"
"113,2,82,7,10,2,10,9,1,5,0,1,0,0"
"7,122,117,72,36,1,10,10,4,20,1,0,1,1"
"79,42,137,66,21,1,7,13,19,12,1,1,1,0"
"116,138,22,56,26,0,17,0,12,20,1,1,1,0"
"117,12,30,106,20,2,10,14,5,7,1,1,1,0"
"22,1,148,101,7,0,3,4,2,3,1,0,1,0"
"146,135,89,121,19,2,15,19,4,5,0,0,0,0"
"81,100,14,142,6,1,12,5,9,8,1,0,0,1"
"77,56,25,102,19,1,7,18,19,1,1,1,1,0"
"22,108,82,113,20,0,11,3,12,11,0,0,1,1"
"29,74,21,52,1,2,7,19,2,18,1,0,1,0"
"10,7,63,130,11,2,9,12,1,14,0,1,1,0"
"68,60,146,16,42,0,6,14,2,3,0,1,0,0"
"104,17,112,43,14,1,19,10,13,3,0,0,0,0"
"66,58,144,48,25,2,6,20,10,15,0,1,1,0"
"125,25,44,127,24,1,1,16,6,0,1,0,0,1"
"24,150,110,42,37,1,2,7,19,6,0,1,1,0"
"110,13,150,108,46,1,12,18,12,10,0,1,1,0"
"113,115,131,138,3,2,4,5,16,10,1,1,0,1"
"55,71,15,102,45,0,11,11,4,1,1,1,1,1"
"143,66,5,80,4,0,19,4,20,8,1,0,0,0"
"52,120,133,37,18,0,4,19,7,9,0,1,1,0"
"18,44,65,141,16,1,5,12,1,4,0,1,0,0"
"21,32,70,55,38,0,14,20,7,16,0,0,0,0"
"28,125,19,124,18,2,14,4,14,9,1,1,0,1"
"﻿41,97,36,74,38,0,6,14,8,16,1,0,1,1"
"114,4,97,6,39,0,16,2,3,11,0,1,0,1"
"6,12,80,25,40,1,8,11,5,20,0,0,1,0"
"24,104,39,147,50,0,13,9,0,3,0,0,0,1"
"87,37,97,125,25,2,17,11,15,6,0,0,0,0"
"0,109,102,4,39,1,6,0,16,8,0,1,0,1"
"12,21,92,45,37,1,7,3,13,10,1,0,1,0"
"76,18,7,58,16,2,6,11,4,20,0,1,1,0"
"34,92,42,18,14,0,20,20,2,6,0,0,0,0"
"80,114,70,145,31,1,0,4,10,9,0,1,1,0"
"37,58,85,133,45,2,19,9,11,14,1,1,0,1"
"55,60,150,33,19,2,14,12,18,1,1,0,1,1"
"32,89,59,76,26,0,1,15,18,7,1,1,0,1"
"12,13,8,88,49,2,18,8,6,4,1,0,1,0"
"8,116,101,90,33,1,6,15,19,19,1,1,0,1"
"131,1,60,56,35,1,17,9,3,5,0,0,0,1"
"66,118,109,7,39,1,9,12,1,13,1,0,1,0"
"18,3,103,17,37,0,14,3,11,13,0,1,1,0"
"21,53,7,1,25,0,12,7,6,8,0,1,0,0"
"34,142,124,42,10,0,20,5,18,7,1,1,1,1"
"81,45,121,135,24,2,4,16,5,4,1,0,0,0"
"138,56,13,42,49,2,16,13,18,19,0,0,0,0"
"150,29,50,146,5,0,0,10,19,0,0,0,1,1"
"130,100,14,21,0,1,0,15,4,0,1,1,0,0"
"150,100,49,107,25,0,19,16,2,3,0,0,1,1"
"90,54,49,35,27,2,15,19,8,0,0,1,0,1"
"139,0,124,39,39,1,4,14,9,3,1,1,1,0"
"149,35,42,89,6,1,1,16,10,12,0,1,0,1"
"91,34,111,20,35,2,19,13,11,9,1,1,1,1"
"42,83,17,8,35,0,3,9,11,0,0,1,1,0"
"2,107,141,11,11,1,6,4,13,13,1,0,1,0"
"3,116,49,15,39,1,12,18,14,17,0,0,0,1"
"13,15,85,22,12,0,5,1,4,12,1,1,0,0"
"104,10,113,107,4,1,17,14,6,1,0,1,1,1"
"10,3,100,34,37,1,11,17,14,15,0,1,1,0"
"52,121,147,44,50,1,4,20,1,8,1,0,1,0"
"83,97,79,57,16,0,19,13,10,6,0,0,1,0"
"14,33,75,111,44,1,10,14,20,15,0,0,0,0"
"88,107,117,0,37,2,8,9,3,5,1,0,0,1"
"104,118,138,137,45,2,19,17,9,3,0,1,0,1"
"47,6,117,104,10,1,20,11,3,12,1,0,1,0"
"27,46,61,18,1,2,16,0,14,11,0,0,0,1"
"44,95,140,14,26,2,18,16,8,8,0,1,0,1"
"121,125,35,39,9,0,12,19,7,5,0,1,0,0"
"33,22,33,15,3,0,7,1,1,11,0,0,0,0"
"133,35,76,92,16,0,5,3,7,12,1,1,1,1"
"127,102,11,69,30,1,16,13,16,7,0,0,0,1"
"103,2,17,96,21,1,2,19,17,7,1,0,0,0"
"93,130,142,130,28,1,10,9,2,11,0,1,0,1"
"10,7,49,21,13,0,2,3,6,7,1,1,0,0"
"﻿101,64,60,114,6,0,2,2,9,3,0,0,0,1"
"6,6,63,62,13,2,17,11,16,14,1,0,1,0"
"25,126,84,98,34,2,2,9,12,7,0,0,0,0"
"60,124,44,119,3,2,11,11,12,7,0,0,0,0"
"84,122,85,37,41,0,11,8,4,13,0,0,1,0"
"77,106,20,60,47,1,13,16,20,2,0,0,0,1"
"50,75,18,111,2,0,20,9,5,10,0,0,0,0"
"82,53,34,110,12,2,18,12,15,10,0,0,0,0"
"35,86,53,113,26,2,4,12,14,9,0,0,1,0"
"33,126,103,95,8,1,20,15,18,4,1,1,0,1"
"63,109,118,136,5,2,8,0,17,19,1,0,0,1"
"13,142,65,37,11,0,10,14,0,7,0,0,1,1"
"58,117,116,20,31,1,0,6,20,4,0,0,1,1"
"133,85,50,40,16,2,20,19,16,8,0,0,0,0"
"64,72,87,23,24,2,15,19,19,16,1,0,1,1"
"87,44,47,136,32,0,9,19,1,2,1,1,0,0"
"14,83,46,72,8,0,10,8,9,6,1,0,1,0"
"48,143,94,26,12,1,15,6,10,3,0,0,0,1"
"8,5,128,5,29,0,9,19,8,3,1,1,0,1"
"21,147,124,6,37,1,15,12,3,2,1,1,0,0"
"5,79,45,126,14,0,3,8,17,4,0,0,1,1"
"120,109,116,41,5,2,2,12,0,13,1,0,0,0"
"64,108,93,30,40,0,6,9,3,1,0,0,0,1"
"48,116,3,125,23,1,7,5,11,16,1,1,1,1"
"117,30,119,22,25,2,12,10,19,7,1,1,1,0"
"57,133,100,99,15,2,8,10,9,1,1,0,1,0"
"56,8,54,84,21,2,7,10,16,10,1,0,1,0"
"57,122,121,88,11,0,5,1,7,12,1,0,0,0"
"136,148,128,142,25,2,6,0,4,11,1,0,0,1"
"90,123,127,102,29,1,19,5,4,1,1,0,0,1"
"60,123,132,9,41,2,16,16,16,4,0,1,1,0"
"36,140,101,122,46,1,17,13,11,11,1,1,0,1"
"5,146,105,117,0,2,2,6,18,20,1,1,1,1"
"148,13,57,110,19,2,12,10,6,12,0,1,1,0"
"3,56,13,0,37,2,15,0,10,6,0,0,1,0"
"20,98,19,6,5,1,4,8,7,11,0,1,0,1"
"114,118,39,98,17,2,8,0,17,4,0,0,0,1"
"106,124,35,136,19,2,8,3,9,0,1,0,0,1"
"10,74,117,41,33,0,17,9,3,0,1,1,0,0"
"47,144,82,130,18,1,9,8,1,13,0,0,1,1"
"142,141,103,129,39,1,2,7,20,13,0,0,0,1"
"139,30,130,58,46,0,18,3,11,9,0,1,0,0"
"58,34,72,133,36,2,14,7,3,13,0,0,0,0"
"33,49,84,103,1,2,12,14,10,19,0,1,0,1"
"6,115,87,23,7,0,0,19,7,20,0,0,0,0"
"130,129,29,28,27,1,7,13,20,17,1,1,0,1"
"146,8,65,8,31,0,6,1,20,1,0,0,0,1"
"95,118,88,100,17,2,4,18,1,18,1,1,1,0"
"44,9,36,75,45,0,8,13,15,14,0,0,1,0"
"116,83,142,133,26,0,2,19,6,1,1,1,1,0"
"﻿84,0,85,24,22,0,2,11,2,13,1,1,1,1"
"4,106,82,37,38,2,13,19,3,0,1,0,0,0"
"128,68,102,45,48,0,20,15,9,10,1,0,1,0"
"135,134,47,106,25,2,10,19,17,12,1,1,0,1"
"110,20,1,89,21,1,8,5,15,18,0,0,1,1"
"28,114,93,141,42,1,4,11,13,9,0,1,1,0"
"133,137,76,111,23,0,5,18,4,12,1,1,0,0"
"74,42,105,60,12,1,10,8,11,3,1,1,1,1"
"34,86,52,23,44,1,10,8,12,11,1,1,1,1"
"138,2,87,93,36,0,17,4,11,5,1,0,1,1"
"35,11,71,64,47,1,18,20,13,1,1,0,1,0"
"64,92,115,133,27,1,5,2,17,4,1,1,1,0"
"13,150,128,3,37,2,12,19,17,12,0,0,0,1"
"110,92,130,134,45,0,5,1,17,10,0,1,0,1"
"25,149,66,96,36,2,7,9,0,12,0,1,0,0"
"138,71,73,131,19,1,17,14,3,3,0,1,1,1"
"7,141,33,102,24,2,8,2,12,2,0,0,1,1"
"55,150,29,46,9,0,11,3,6,20,1,0,0,1"
"35,85,143,18,9,2,20,18,2,10,0,0,1,1"
"86,41,126,75,26,1,3,13,9,18,0,0,1,0"
"99,24,36,9,21,0,14,8,1,17,1,1,0,0"
"57,48,143,91,37,2,9,6,10,12,0,1,1,0"
"137,90,106,107,30,2,0,6,13,9,0,0,0,0"
"79,145,74,27,9,0,17,6,17,6,0,1,0,0"
"147,111,72,75,42,0,1,7,6,4,0,1,0,0"
"132,137,98,109,32,1,6,3,5,20,0,0,1,1"
"26,133,69,55,18,0,19,4,9,3,0,0,0,0"
"42,78,71,36,49,1,2,0,0,14,0,0,1,0"
"64,29,141,136,20,0,4,20,1,15,0,1,1,1"
"124,109,16,65,49,0,7,7,0,3,1,0,1,1"
"32,71,126,118,43,1,11,14,13,17,1,0,1,1"
"112,131,140,132,27,1,18,9,4,5,1,1,1,0"
"136,115,3,68,8,2,4,4,3,19,0,1,1,0"
"44,71,69,22,16,0,12,9,14,0,1,1,0,1"
"12,5,92,4,30,0,19,5,4,16,0,1,0,0"
"62,123,116,82,10,1,1,4,12,20,0,0,0,1"
"40,11,109,29,7,1,11,14,20,18,1,1,1,1"
"53,92,25,138,25,1,0,13,20,7,0,0,1,1"
"105,108,62,149,14,0,10,4,11,6,1,1,0,0"
"49,61,20,63,21,0,12,7,12,8,0,1,1,1"
"91,121,72,124,9,2,13,4,5,18,0,0,1,0"
"75,100,76,7,11,1,7,14,6,10,0,1,0,0"
"8,93,51,120,48,0,14,2,10,16,1,1,1,0"
"134,78,87,77,33,0,12,19,19,7,0,0,0,1"
"117,51,85,141,13,1,20,10,16,18,1,0,0,1"
"26,147,25,64,18,1,16,15,13,11,1,1,1,1"
"147,116,65,139,33,1,16,5,2,8,1,1,1,0"
"112,101,43,33,8,1,16,18,12,12,1,1,0,0"
"113,107,79,107,3,0,20,6,17,6,1,0,0,0"
"13,144,90,149,37,0,11,18,19,10,0,1,1,0"
"﻿50,25,100,130,28,1,17,4,3,18,0,0,1,0"
"148,57,47,55,40,2,8,17,15,0,0,0,0,1"
"99,48,39,17,5,2,5,4,11,3,1,0,1,1"
"76,83,16,44,27,1,2,7,3,11,1,0,0,1"
"2,84,106,132,23,0,16,13,20,14,0,1,0,1"
